30 338	3296449	3400932964499	FURADANTINE 50MG GELULE 21	404916	2,10
30 342	3318665	3400933186654	NIFLUGEL 2.5% GEL PERCUTANE 60G	404605	2,10
30 344	3327581	3400933275815	DAFALGAN CODEINE COMPRIME 16	404605	2,10
30 346	3331677	3400933316778	DAFALGAN CODEINE COMPRIME EFFERVESCENT 16	404605	2,10
30 361	3256757	3400932567577	EFFERALGANMED  500MG COMPRIME 16	404605	2,10
30 389	3483097	3400934830976	SEDASPIR COMPRIME 20	403485	10,00
30 430	3325406	3400933254063	METEOSPASMYL CAPSULE MOLLE 20	401363	2,10
30 436	3400102	3400934001024	MOVICOL POUDRE PR SOLUTION BUVABLE SACHET 20	401506	2,10
30 441	3419521	3400934195211	MONAZOL 300MG OVULE 1	404770	2,10
30 454	3021741	3400930217412	CHIBRO CADRON COLLYRE 5ML	402183	2,10
30 468	3091523	3400930915233	RIFAMYCINE CHIBRET 1000000UI% COLLYRE SOLUT 10ML	402183	2,10
30 473	3130737	3400931307372	NORMACOL LAVEMENT ADULTE SOLUTION RECTALE 130ML	401506	2,10
30 562	3034844	3400930348444	EDUCTYL ADULTE SUPPOSITOIRE EFFERVESCENT 12	402162	2,10
30 564	3098583	3400930985830	SPASFON SOLUTION INJECTABLE 4ML AMPOULE 6	404770	2,10
30 565	3098608	3400930986080	SPASFON COMPRIME 30	404770	2,10
30 569	3149978	3400931499787	BETADINE DERMIQUE 10% SOLUTION PR APPLIC LOC 125ML	405809	2,10
30 600	3340848	3400933408480	RHINADVIL COMPRIME 20	401607	10,00
30 645	3113443	3400931134435	VITAMINE A DULCIS 25000UI/100G PDE OPHTALMIQUE 10G	400051	2,10
30 690	3113638	3400931136385	VITAMINE B12 GERDA 1000MCG/4ML SOL INJ BUV 4ML 6	400927	2,10
30 737	3310801	3400933108014	MESOCAINE 50MG/5ML SOLUTION INJECTABLE AMP 5ML 1	401657	2,10
30 772	3455758	3400934557583	TRIFLUCAN 200MG GELULE  7	401607	2,10
30 780	3263711	3400932637119	RHINOFLUIMUCIL SOLUTION NASALE GOUTTES 10ML	402357	10,00
30 781	3320923	3400933209230	MONURIL 3G ADULTE GRANULES PR SOL BUVABLE SACHET	402357	2,10
30 795	3010861	3400930108611	BETADINE SCRUB 4% SOLUTION PR APPL CUTANEE 125ML	405809	2,10
30 899	3130418	3400931304180	RICHARD POTASSIUM 3% SIROP 250ML	401819	2,10
31 029	0013103	3400300138163	BOIRON ACTAEA R(CIMICI) 9CH GRANULES 4G	405688	2,10
31 037	0018075	3400300188120	BOIRON AESCULUS HIPP. 5CH GRANULES 4G	405688	2,10
31 047	0032075	3400300328120	BOIRON ALLIUM CEPA 5CH GRANULES 4G	405688	2,10
31 080	0057075	3400300578129	BOIRON ANTIMONIUM CRUD. 5CH GRANULES 4G	405688	2,10
31 081	0057098	3400300578143	BOIRON ANTIMONIUM CRUD. 7CH GRANULES 4G	405688	2,10
31 093	0062053	3400300628114	BOIRON APIS MELLIFICA 4CH GRANULES 4G	405688	2,10
31 094	0062076	3400300628121	BOIRON APIS MELLIFICA 5CH GRANULES 4G	405688	2,10
31 107	0072100	3400300728166	BOIRON ARGENTUM NITRIC. 9CH GRANULES 4G	405688	2,10
31 113	0075050	3400300758118	BOIRON ARNICA MONTANA 4CH GRANULES 4G	405688	2,10
31 114	0075073	3400300758125	BOIRON ARNICA MONTANA 5CH GRANULES 4G	405688	2,10
31 115	0075096	3400300758149	BOIRON ARNICA MONTANA 7CH GRANULES 4G	405688	2,10
31 116	0075104	3400300758163	BOIRON ARNICA MONTANA 9CH GRANULES 4G	405688	2,10
31 118	0075133	3400300758101	BOIRON ARNICA MONTANA 30CH GRANULES 4G	405688	2,10
31 120	0075179	3400300752451	BOIRON ARNICA MONTANA 9CH GLOBULES 1G	405688	2,10
31 121	0075245	3400300752390	BOIRON ARNICA MONTANA 30CH GLOBULES 1G	405688	2,10
31 122	0076055	3400300768117	BOIRON ARSENICUM ALBUM 4CH GRANULES 4G	405688	2,10
31 126	0076121	3400300767936	BOIRON ARSENICUM ALBUM 15CH GRANULES 4G	405688	2,10
31 177	0129053	3400301298118	BOIRON BORAX 4CH GRANULES 4G	405688	2,10
31 182	0138052	3400301388116	BOIRON BRYONIA 4CH GRANULES 4G	405688	2,10
31 226	0163073	3400301638129	BOIRON CANTHARIS 5CH GRANULES 4G	405688	2,10
31 235	0166077	3400301668126	BOIRON CARBO VEGET. 5CH GRANULES 4G	405688	2,10
31 244	0179074	3400301798120	BOIRON CAULOPHYLLUM TH. 5CH GRANULES 4G	405688	2,10
31 255	0193097	3400301938144	BOIRON CHAMOMILLA VULG. 7CH GRANULES 4G	405688	2,10
31 256	0193105	3400301938168	BOIRON CHAMOMILLA VULG. 9CH GRANULES 4G	405688	2,10
31 263	0195073	3400301958128	BOIRON CHELIDONIUM MAJ. 5CH GRANULES 4G	405688	2,10
31 326	0255059	3400302558112	BOIRON CUPRUM MET. 4CH GRANULES 4G	405688	2,10
31 327	0255071	3400302558129	BOIRON CUPRUM MET. 5CH GRANULES 4G	405688	2,10
31 328	0255094	3400302558143	BOIRON CUPRUM MET. 7CH GRANULES 4G	405688	2,10
31 329	0255102	3400302558167	BOIRON CUPRUM MET. 9CH GRANULES 4G	405688	2,10
31 388	0333109	3400303338164	BOIRON GELSEMIUM SEMP. 9CH GRANULES 4G	405688	2,10
31 389	0333121	3400303337938	BOIRON GELSEMIUM SEMP. 15CH GRANULES 4G	405688	2,10
31 401	0348105	3400303488166	BOIRON GRAPHITES 9CH GRANULES 4G	405688	2,10
31 430	0372078	3400303728125	BOIRON HYDRASTIS CANAD. 5CH GRANULES 4G	405688	2,10
31 445	0384058	3400303848113	BOIRON IGNATIA A/IAMARA 4CH GRANULES 4G	405688	2,10
31 448	0384101	3400303848168	BOIRON IGNATIA A/IAMARA 9CH GRANULES 4G	405688	2,10
31 449	0384124	3400303847932	BOIRON IGNATIA A/IAMARA 15CH GRANULES 4G	405688	2,10
31 453	0384242	3400303842395	BOIRON IGNATIA A/IAMARA 30CH GLOBULES 1G	405688	2,10
31 517	0414204	3400304142227	BOIRON LACHESIS (MUTUS) 15CH GLOBULES 1G	405688	2,10
31 528	0449102	3400304498164	BOIRON LYCOPODIUM CLAV. 9CH GRANULES 4G	405688	2,10
31 533	0449208	3400304492223	BOIRON LYCOPODIUM CLAV. 15CH GLOBULES 1G	405688	2,10
31 556	0483091	3400304838144	BOIRON MERCURIUS SOLUB. 7CH GRANULES 4G	405688	2,10
31 588	0511172	3400305112458	BOIRON NATRUM MUR. 9CH GLOBULES 1G	405688	2,10
31 589	0511203	3400305112229	BOIRON NATRUM MUR. 15CH GLOBULES 1G	405688	2,10
31 590	0511249	3400305112397	BOIRON NATRUM MUR. 30CH GLOBULES 1G	405688	2,10
31 597	0513171	3400305132456	BOIRON NATRUM SULFURIC. 9CH GLOBULES 1G	405688	2,10
31 612	0527078	3400305278123	BOIRON NUX VOM(COLUBR.) 5CH GRANULES 4G	405688	2,10
31 614	0527109	3400305278161	BOIRON NUX VOM(COLUBR.) 9CH GRANULES 4G	405688	2,10
31 615	0527121	3400305277935	BOIRON NUX VOM(COLUBR.) 15CH GRANULES 4G	405688	2,10
31 646	0569243	3400305692394	BOIRON PHOSPHORUS 30CH GLOBULES 1G	405688	2,10
31 682	0606205	3400306062226	BOIRON PULSATILLA 15CH GLOBULES 1G	405688	2,10
31 695	0631077	3400306318125	BOIRON RHUS TOX. 5CH GRANULES 4G	405688	2,10
31 701	0631203	3400306312222	BOIRON RHUS TOX. 15CH GLOBULES 1G	405688	2,10
31 706	0641070	3400306418122	BOIRON RUMEX CRISPUS 5CH GRANULES 4G	405688	2,10
31 707	0643057	3400306438113	BOIRON RUTA GRAVEOLENS 4CH GRANULES 4G	405688	2,10
31 714	0644074	3400306448129	BOIRON SABADILLA OFF. 5CH GRANULES 4G	405688	2,10
31 739	0677122	3400306777939	BOIRON SEPIA OFF. 15CH GRANULES 4G	405688	2,10
31 742	0677174	3400306772453	BOIRON SEPIA OFF. 9CH GLOBULES 1G	405688	2,10
31 743	0677205	3400306772224	BOIRON SEPIA OFF. 15CH GLOBULES 1G	405688	2,10
31 744	0677240	3400306772392	BOIRON SEPIA OFF. 30CH GLOBULES 1G	405688	2,10
31 782	0712108	3400307128167	BOIRON SULFUR 9CH GRANULES 4G	405688	2,10
31 787	0712203	3400307122226	BOIRON SULFUR 15CH GLOBULES 1G	405688	2,10
31 817	0735173	3400307352456	BOIRON THUYA OCCIDENTAL 9CH GLOBULES 1G	405688	2,10
31 822	0766073	3400307668120	BOIRON URTICA URENS 5CH GRANULES 4G	405688	2,10
31 827	0790077	3400307908127	BOIRON VIPERA REDI 5CH GRANULES 4G	405688	2,10
31 864	0911173	3400309112454	BOIRON MEDORRHINUM 9CH GLOBULES 1G	405688	2,10
31 865	0911204	3400309112225	BOIRON MEDORRHINUM 15CH GLOBULES 1G	405688	2,10
31 910	0925175	3400309252457	BOIRON VACCINOTOXINUM 9CH GLOBULES 1G	405688	2,10
31 921	1075201	3400300752222	BOIRON ARNICA MONTANA 15CH GLOBULES 1G	405688	2,10
31 922	1076241	3400300762399	BOIRON ARSENICUM ALBUM 30CH GLOBULES 1G	405688	2,10
31 933	1193171	3400301932456	BOIRON CHAMOMILLA VULG. 9CH GLOBULES 1G	405688	2,10
31 935	1204101	3400302048163	BOIRON CHOLESTERINUM 9CH GRANULES 4G	405688	2,10
31 937	1227071	3400302278126	BOIRON COLOCYNTHIS 5CH GRANULES 4G	405688	2,10
31 944	1280071	3400302808125	BOIRON EQUISETUM HIEM. 5CH GRANULES 4G	405688	2,10
31 945	1298071	3400302988124	BOIRON EUPHRASIA OFF. 5CH GRANULES 4G	405688	2,10
31 963	1479051	3400304798110	BOIRON MERCURIUS CORROS 4CH GRANULES 4G	405688	2,10
31 966	1487091	3400304878140	BOIRON MEZEREUM 7CH GRANULES 4G	405688	2,10
31 969	1511091	3400305118146	BOIRON NATRUM MUR. 7CH GRANULES 4G	405688	2,10
31 979	1631091	3400306318149	BOIRON RHUS TOX. 7CH GRANULES 4G	405688	2,10
31 980	1643071	3400306438120	BOIRON RUTA GRAVEOLENS 5CH GRANULES 4G	405688	2,10
31 984	1677101	3400306778165	BOIRON SEPIA OFF. 9CH GRANULES 4G	405688	2,10
31 985	1684101	3400306848165	BOIRON SILICEA 9CH GRANULES 4G	405688	2,10
31 988	1712091	3400307128143	BOIRON SULFUR 7CH GRANULES 4G	405688	2,10
31 996	1902101	3400309028168	BOIRON COLIBACILLINUM 9CH GRANULES 4G	405688	2,10
33 093	3267904	3400932679041	DAFALGAN  500MG GELULE 16	404605	2,10
33 799	3389978	3400933899783	FORLAX 10G POUDRE PR SOLUTION BUVABLE SACHET 20	403737	2,10
33 989	3292718	3400932927180	VITAMINE C UPSA  500MG ORANGE CPR A CROQUER 30	404605	10,00
33 997	3351510	3400933515102	ASPIRINE UPSA  500MG COMPRIME EFFERVESCENT 20	404605	2,10
34 395	3421274	3400934212741	PROSPAN SS SUCRE SIROP 100ML	404849	10,00
34 506	3404459	3400934044595	DEXERYL CREME 250G	401697	10,00
34 555	0376248	3400303762396	BOIRON HYPERICUM PERF. 30CH GLOBULES 1G	405688	2,10
34 647	1713191	3400307132195	BOIRON SULFUR IODATUM 12CH GLOBULES 1G	405688	2,10
35 052	3244079	3400932440795	FLUVERMAL 2% SUSPENSION BUVABLE 30ML	500772	2,10
35 128	3288697	3400932886975	VOLTARENE EMULGEL 1% GEL TUBE 50G	404564	2,10
35 131	3335959	3400933359591	FERVEX ETAT GRIPPAL ADULTE SS SUCRE GRANULES SAC 8	404605	10,00
35 254	7065988	3401070659889	URGOPORE GEANT SPARADRAP NT MICROPOREU 9M14 X 2CM5	402256	20,00
35 370	3417700	3400934177002	ZYRTEC 10MG/ML SOLUTION BUVABLE GOUTTES 15ML	402237	2,10
36 076	3434880	3400934348808	MIGRALGINE GELULE 18	500772	10,00
38 669	3461411	3400934614118	SINGULAIR 10MG COMPRIME 28	401408	2,10
38 927	3035890	3400930358900	ENDOXAN 50MG COMPRIME 50	400168	2,10
38 933	3051268	3400930512685	HYDREA 500MG GELULE 20	404605	2,10
38 936	3057319	3400930573198	LAROXYL 50MG COMPRIME 20	404919	2,10
38 937	3057325	3400930573259	LAROXYL 40MG/ML SOLUTION BUVABLE 20ML	404919	2,10
38 942	3095969	3400930959695	SERESTA 50MG COMPRIME SECABLE 20	405202	2,10
38 947	3117820	3400931178200	SULFARLEM S 25MG COMPRIME 60	402774	2,10
38 960	3162329	3400931623298	COLPOTROPHINE CAPSULE VAGINALE 20	404770	2,10
38 962	3170429	3400931704294	MODOPAR 125 100MG/25MG GELULE 60	401842	2,10
38 964	3170524	3400931705246	RIVOTRIL 2MG5MG/ML SOLUTION BUVABLE GOUTTES 20ML	401842	2,10
38 968	3182409	3400931824091	MINIDRIL COMPRIME 21 X3	401607	2,10
38 969	3184087	3400931840879	ADEPAL COMPRIME 21 X3	401607	2,10
38 976	3207061	3400932070619	DEPAMIDE 300MG COMPRIME GASTRORESISTANT 30	405434	2,10
38 986	3228577	3400932285778	STRESAM GELULE 60	400214	2,10
38 988	3235086	3400932350865	KAYEXALATE POUDRE PR SUSPENSION ORALE RECTALE 454G	405434	2,10
38 991	3240762	3400932407620	MODOPAR  62.5 50MG/12MG5 GELULE 60	401842	2,10
38 997	3260664	3400932606641	VERATRAN  5MG COMPRIME 30	406044	2,10
38 999	3263510	3400932635108	HALDOL DECANOAS SOLUTION INJECTABLE AMPOULE 1ML 5	402552	2,10
39 005	3269932	3400932699322	HALDOL DECANOAS SOLUTION BUVABLE INJECTABLE 1ML 1	402552	2,10
39 013	3280715	3400932807154	TRINORDIOL COMPRIME 21 X3	401607	2,10
39 021	3290599	3400932905997	DIFFU K GELULE 40	402237	2,10
39 030	3298537	3400932985371	MODOPAR LP 125 100MG/25MG GELULE LIB PROLONGEE 60	401842	2,10
39 054	3327782	3400933277826	KALEORID LP 1000MG COMPRIME LIBERAT PROLONGEE 30	401262	2,10
39 057	3332493	3400933324933	MOCLAMINE 150MG COMPRIME SECABLE 30	400214	2,10
39 068	3351800	3400933518004	TARDYFERON 80MG COMPRIME 30	401697	2,10
39 168	3348413	3400933484132	PREVISCAN 20MG COMPRIME QUADRISECABLE 30	404916	2,10
39 186	3379744	3400933797447	CELLUVISC 4MG/0ML4 COLLYRE UNIDOSE 0ML4 30	400051	2,10
39 217	3348904	3400933489045	HEMIGOXINE NATIVELLE 0MG125 COMPRIME 30	404919	2,10
39 221	3392928	3400933929282	MIRENA 52MG 20MCG/24H DISPOSITIF INTRAUTERIN POCHE	401929	2,10
39 241	3379603	3400933796037	REFRESH COLLYRE UNIDOSE 0ML4 30	400051	2,10
39 355	3172380	3400931723806	URBANYL  5MG GELULE 30	405434	2,10
39 358	3181373	3400931813736	URBANYL 10MG COMPRIME SECABLE 30	405434	2,10
39 370	3234075	3400932340750	URSOLVAN 200MG GELULE 30	402035	2,10
39 404	3301601	3400933016012	XATRAL 2MG5 COMPRIME 30	405434	2,10
39 560	3474419	3400934744198	KARDEGIC  75MG POUDRE PR SOLUTION BUVABLE SAC 30	405434	2,10
39 579	3324737	3400933247379	KARDEGIC 160MG POUDRE PR SOLUTION BUVABLE SAC 30	405434	2,10
39 649	3406033	3400934060335	AIROMIR AUTOHALER 100MCG/D SUSP PR INHAL 200 DOSES	404770	2,10
39 693	3372848	3400933728489	PREXIDINE 0.12% BAIN BOUCHE 200ML	404679	2,10
39 707	3519702	3400935197023	DAFALGAN PEDIATRIQUE 3% SOLUTION BUVABLE 90ML	404605	2,10
40 909	3331312	3400933313128	MODOPAR 125 DISPERSIBLE 100MG/25MG CPR SECABLE 60	401842	2,10
41 025	3041867	3400930418673	FUNGIZONE 10% SUSPENSION BUVABLE 40ML	404605	2,10
41 180	3491240	3400934912405	MONAZOL 2% CREME 15G	404770	2,10
41 572	7474735	3401574747358	STERIBOX 2 KIT PREVENTION HYGIENE	400599	5,50
42 128	7039123	3700026993306	PHYTAROMA GAE CAPSULE 45	403788	5,50
42 227	3192253	3400931922537	PANOTILE SOLUTION PR INSTILLATION AURICULAIRE 8ML	402357	2,10
42 236	3319185	3400933191856	LEVOTHYROX  25MCG COMPRIME SECABLE 30	404916	2,10
42 237	3319191	3400933191917	LEVOTHYROX  75MCG COMPRIME SECABLE 30	404916	2,10
42 238	3319216	3400933192167	LEVOTHYROX 150MCG COMPRIME SECABLE 30	404916	2,10
42 809	7566035	3401075660354	URGO RESISTANT PANSEMENT A DECOUPER 1M X 8CM	402256	20,00
42 849	3515495	3400935154958	LAMALINE GELULE 16	406218	2,10
42 960	3264521	3400932645213	FRAKIDEX POMMADE OPHTALMIQUE 5G	404708	2,10
42 989	3419538	3400934195389	INDOCOLLYRE 0.1% COLLYRE 5ML	404708	2,10
42 992	3438091	3400934380914	CARTEOL 2% COLLYRE 3ML	404708	2,10
43 063	3517904	3400935179043	MYCOSTATINE 100000UI/ML SUSPENSION BUVABLE 24ML	404605	2,10
43 224	3517301	3400935173010	LAMALINE SUPPOSITOIRE 10	406218	2,10
43 243	3163903	3400931639039	ALODONT SOLUTION PR BAIN BOUCHE FL 200ML	402627	10,00
43 593	3010708	3400930107089	BEPANTHENE 250MG/ML SOLUTION INJECTABLE IM 2ML 6	401843	10,00
43 626	3115376	3400931153764	XYLOCAINE VISQUEUSE 2% GEL ORAL 100G	404422	2,10
43 945	3400071	3400934000713	EMLAPATCH 5% PANSEMENT ADHESIF CUTANE  1	404422	2,10
44 295	3192282	3400931922827	BIAFINE EMULSION PR APPLICAT CUTANEE  93G	500772	10,00
44 954	3268737	3400932687374	BIOLUZ SODIUM CHLORURE 0.9% SOL INJ  500ML POCHE 1	400225	2,10
44 962	3330867	3400933308674	BIOLUZ SODIUM CHLORURE 0.9% SOL INJ  250ML POCHE 1	400225	2,10
45 002	3322218	3400933222185	UVEDOSE 100000UI SOLUTION BUVABLE AMPOULE 2ML 1	400547	2,10
47 173	3314526	3400933145262	COOPER DAKIN STABILISE SOL PR APPLIC LOCALE 250ML	400509	2,10
47 778	3464668	3400934646683	INDOCOLLYRE 0.1% COLLYRE SOLUTION UNIDOSE 0ML35 20	404708	2,10
49 318	3230692	3400932306923	JOSACINE 500MG COMPRIME 20	405708	2,10
49 401	3394117	3400933941178	JOSACINE DISPERSIBLE 1000MG ADULTE CPR DISPERS 10	405708	2,10
49 429	3039698	3400930396988	FERROSTRANE SIROP 125ML	404919	2,10
49 441	3140730	3400931407300	PROCTOLOG SUPPOSITOIRE 10	401607	10,00
49 787	3359569	3400933595692	DEBRIDAT GRANULES PR SUSPENSION BUVABLE SACHET 30	401607	2,10
50 001	3529178	3400935291783	EFFERALGANMED 1G COMPRIME EFFERVESCENT 8	404605	2,10
50 584	7513926	3401075139263	MINIVERSOL EAU PURIFIEE 45ML	400032	20,00
50 588	3302345	3400933023454	VIRLIX 10MG COMPRIME SECABLE 15	405434	2,10
50 593	3383088	3400933830885	CALCIDOSE VITAMINE D3 500MG/400UI POUDRE SACHET 60	401363	2,10
50 763	3006517	3400930065174	BAUME AROMA CREME TUBE  50G	401363	10,00
51 055	3465366	3400934653667	THIOVALONE SUSPENSION PR PULV BUCCALE 12ML 66 DOSE	401607	10,00
51 095	3049159	3400930491591	HEPT A MYL 187MG8 COMPRIME 20	405434	10,00
51 113	3327055	3400933270551	FONGAMIL 1% CREME 15G	400153	2,10
51 216	3307360	3400933073602	LACTEOL 340MG POUDRE PR SUSPENS BUVABLE SACHET 10	402357	2,10
51 219	3322916	3400933229160	OROCAL 500MG COMPRIME 60	404770	2,10
51 241	3387873	3400933878733	CACIT VITAMINE D3 1000MG/880UI GRANULES EFF SAC 30	500685	2,10
51 275	3442804	3400934428043	OROCAL VITAMINE D3  500MG/400UI COMPRIME SUCER  60	404770	2,10
51 630	3041809	3400930418093	FUMAFER 66MG COMPRIME 100	405434	2,10
51 960	7512128	3156260010024	TETRASTRAP BANDE CONTENTION ADHESIVE 2M5 X  3CM	402178	20,00
51 961	7512134	3156260010048	TETRASTRAP BANDE CONTENTION ADHESIVE 2M5 X  6CM	402178	20,00
53 145	3510977	3400935109774	COOPER SODIUM CHLORURE 0.9% SOL INJECT  500ML 1	400509	2,10
53 456	3097170	3400930971703	SOLUMEDROL  20MG/2ML LYOPHIL + SOL US PARENTER 1	401607	2,10
53 457	3097187	3400930971871	SOLUMEDROL  40MG/2ML LYOPHIL + SOL US PARENTER 1	401607	2,10
53 489	3318984	3400933189846	MEDROL 16MG COMPRIME SECABLE 20	401607	2,10
53 559	3349826	3400933498269	NOVATREX 2MG5 COMPRIME 12	401607	2,10
53 574	3438406	3400934384066	XALATAN 50MCG/ML COLLYRE SOLUTION 2ML5 X1	401607	2,10
53 773	3293095	3400932930951	CICATRYL POMMADE SACHET 2G 14	401700	10,00
54 962	6521740	3401065217407	URGODERM SPARADRAP NT EXTENSIBLE 10M X  5CM	402256	20,00
54 963	6521757	3401065217575	URGODERM SPARADRAP NT EXTENSIBLE 10M X 10CM	402256	20,00
56 415	7078175	3504108013520	MUSTELA BEBE DERMONETTOYANT GEL MOUSS 500ML	400815	20,00
57 293	7218630	3323037218635	AKILEINE SPORTS NOK CREME ANTIFROTTEMENT 75ML	400118	20,00
57 554	7217323	3595897217329	TIRE TIC CROCHET TIRE TIQUES X2	402632	20,00
57 992	3447463	3400934474637	HUMEX RHUME JOUR NUIT COMPRIME 12 + GELULE 4	402256	10,00
59 967	7631212	3401076312122	IALUSET COMPRESSE  10	400918	20,00
60 006	3296917	3400932969173	PHYSIOGINE 0.1% CREME VAGINALE 15G	401408	2,10
60 074	3091500	3400930915004	RIFADINE 300MG GELULE 30	405434	2,10
60 093	6089403	5000485000668	BLENDERM SPARADRAP IMPERMEABLE 5M X 2CM5	402368	20,00
60 231	3050375	3400930503751	HOMEOPLASMINE POMMADE GM 40G	405688	10,00
60 232	3050381	3400930503812	HOMEOPLASMINE POMMADE PM 18G	405688	10,00
60 274	3232018	3400932320189	DOLIPRANE  500MG COMPRIME 16	405434	2,10
60 290	3304746	3400933047467	DOLIPRANE ADULTE 1000MG SUPPOSITOIRE 8	405434	2,10
60 291	3322075	3400933220754	CODOLIPRANE ADULTE 400MG/20MG COMPRIME SECABLE 16	405434	2,10
60 341	3461546	3400934615467	DOLIPRANE 2.4% SS SUCRE SUSPENSION BUVABLE 100ML	405434	2,10
60 371	3480911	3400934809118	DOLIPRANE  100MG SUPPOSITOIRE 10	405434	2,10
60 376	3499945	3400934999451	DOLIPRANE  300MG POUDRE PR SOL BUVABLE SACHET 12	405434	2,10
60 382	3413613	3400934136139	XOLAAM COMPRIME A SUCER A CROQUER 40	404546	2,10
60 390	3529422	3400935294227	DOLIPRANE 1000MG COMPRIME EFFERVESCENT SECABLE 8	405434	2,10
60 437	3074281	3400930742815	NOZINAN  25MG COMPRIME SECABLE 20	405434	2,10
60 466	3122689	3400931226895	ASPEGIC 500MG POUDRE PR SOLUTION BUVABLE SACHET 20	405434	2,10
60 469	3135858	3400931358589	PYOSTACINE 500MG COMPRIME SECABLE 16	405434	2,10
60 476	3164245	3400931642459	DECONTRACTYL BAUME POMMADE 80G	405434	2,10
